CODIGO_TRK,CODIGO_SAP
870388,ET8703884
870387,ET8703876
870386,ET8703868
870385,ET870385K
870384,ET8703841
870383,ET8703833
870382,ET8703825
870381,ET8703817
870380,ET8703809
870379,ET8703795
870378,ET8703787
870377,ET8703779
870376,ET8703760
870375,ET8703752
870374,ET8703744
870373,ET8703736
870372,ET8703728
870371,ET870371K
870370,ET8703701
870369,ET8703698
870368,ET870368K
870367,ET8703671
870366,ET8703663
870365,ET8703655
870364,ET8703647
870363,ET8703639
870362,ET8703620
870361,ET8703612
870360,ET8703604
870359,ET8703590
870357,ET8703574
870356,ET8703566
870355,ET8703558
870354,ET870354K
870353,ET8703531
870352,ET8703523
870351,ET8703515
870350,ET8703507
870349,ET8703493
870348,ET8703485
870347,ET8703477
870346,ET8703469
870345,ET8703450
870344,ET8703442
870343,ET8703434
870342,ET8703426
870341,ET8703418
870340,ET870340K
870339,ET8703396
870338,ET8703388
870337,ET870337K
870336,ET8703361
870335,ET8703353
870334,ET8703345
870333,ET8703337
870332,ET8703329
870331,ET8703310
870330,ET8703302
870329,ET8703299
870328,ET8703280
870327,ET8703272
870326,ET8703264
870325,ET8703256
870324,ET8703248
870323,ET870323K
870322,ET8703221
870321,ET8703213
870320,ET8703205
870319,ET8703191
870318,ET8703183
870317,ET8703175
875512,ET8703132
870312,ET8703124
870311,ET8703116
870310,ET8703108
870309,ET8703094
870308,ET8703086
870307,ET8703078
870306,ET870306K
870305,ET8703051
870304,ET8703043
870303,ET8703035
870302,ET8703027
870301,ET8703019
870300,ET8703000
870299,ET8702993
870298,ET8702985
870297,ET8702977
870296,ET8702969
870295,ET8702950
870294,ET8702942
870293,ET8702934
870291,ET8702918
870288,ET8702888
870287,ET870287K
870286,ET8702861
870285,ET8702853
870281,ET8702810
870280,ET8702802
870278,ET8702780
870277,ET8702772
870276,ET8702764
870275,ET8702756
870274,ET8702748
870273,ET870273K
870272,ET8702721
870271,ET8702713
870270,ET8702705
870269,ET8702691
870266,ET8702667
870265,ET8702659
870263,ET8702632
870262,ET8702624
870261,ET8702616
870260,ET8702608
870259,ET8702594
870258,ET8702586
870257,ET8702578
870256,ET870256K
870255,ET8702551
870254,ET8702543
870253,ET8702535
870252,ET8702527
870251,ET8702519
870250,ET8702500
870249,ET8702497
870248,ET8702489
870247,ET8702470
870246,ET8702462
870245,ET8702454
870244,ET8702446
870243,ET8702438
870242,ET870242K
870241,ET8702411
870240,ET8702403
870239,ET870239K
870238,ET8702381
870237,ET8702373
870236,ET8702365
870235,ET8702357
870233,ET8702330
870232,ET8702322
870231,ET8702314
870229,ET8702292
870228,ET8702284
870227,ET8702276
870226,ET8702268
870225,ET870225K
870224,ET8702241
870223,ET8702233
870222,ET8702225
870221,ET8702217
870220,ET8702209
870219,ET8702195
870218,ET8702187
870217,ET8702179
870216,ET8702160
870215,ET8702152
870214,ET8702144
870213,ET8702136
870212,ET8702128
870211,ET870211K
870210,ET8702101
870209,ET8702098
870208,ET870208K
870207,ET8702071
870206,ET8702063
870205,ET8702055
870204,ET8702047
870203,ET8702039
870202,ET8702020
870201,ET8702012
870200,ET8702004
870199,ET8701997
870198,ET8701989
870197,ET8701970
870196,ET8701962
870195,ET8701954
870194,ET8701946
870193,ET8701938
870192,ET870192K
870191,ET8701911
870190,ET8701903
870189,ET870189K
870188,ET8701881
870187,ET8701873
870186,ET8701865
870185,ET8701857
870184,ET8701849
870183,ET8701830
870182,ET8701822
870181,ET8701814
870180,ET8701806
870179,ET8701792
870178,ET8701784
870177,ET8701776
870176,ET8701768
870175,ET870175K
870174,ET8701741
870173,ET8701733
870172,ET8701725
870171,ET8701717
870170,ET8701709
870169,ET8701695
870168,ET8701687
870167,ET8701679
870165,ET8701652
870164,ET8701644
870163,ET8701636
870162,ET8701628
870161,ET870161K
870160,ET8701601
870159,ET8701598
870158,ET870158K
870157,ET8701571
870156,ET8701563
870155,ET8701555
870154,ET8701547
870153,ET8701539
870152,ET8701520
870151,ET8701512
870150,ET8701504
870149,ET8701490
870148,ET8701482
870147,ET8701474
870146,ET8701466
870145,ET8701458
870144,ET870144K
870143,ET8701431
870142,ET8701423
870141,ET8701415
870140,ET8701407
870139,ET8701393
870138,ET8701385
870137,ET8701377
870136,ET8701369
870135,ET8701350
870134,ET8701342
870133,ET8701334
870132,ET8701326
870131,ET8701318
870130,ET870130K
870129,ET8701296
870128,ET8701288
870127,ET870127K
870126,ET8701261
870125,ET8701253
870124,ET8701245
870123,ET8701237
870122,ET8701229
870121,ET8701210
870120,ET8701202
870119,ET8701199
870118,ET8701180
870117,ET8701172
870116,ET8701164
870115,ET8701156
870114,ET8701148
870113,ET870113K
870112,ET8701121
870111,ET8701113
870110,ET8701105
870109,ET8701091
870108,ET8701083
870107,ET8701075
870106,ET8701067
870105,ET8701059
870104,ET8701040
870103,ET8701032
870102,ET8701024
870101,ET8701016
870099,ET8700990
870098,ET8700982
870096,ET8700966
870095,ET8700958
870094,ET870094K
870091,ET8700915
870090,ET8700907
870089,ET8700893
870088,ET8700885
870087,ET8700877
870086,ET8700869
870085,ET8700850
870084,ET8700842
870083,ET8700834
870082,ET8700826
870081,ET8700818
870080,ET870080K
870079,ET8700796
870078,ET8700788
870077,ET870077K
870076,ET8700761
870075,ET8700753
870074,ET8700745
870073,ET8700737
870072,ET8700729
870071,ET8700710
870070,ET8700702
870069,ET8700699
870068,ET8700680
870067,ET8700672
870066,ET8700664
870065,ET8700656
870064,ET8700648
870063,ET870063K
870062,ET8700621
870061,ET8700613
870060,ET8700605
870059,ET8700591
870058,ET8700583
870057,ET8700575
870056,ET8700567
870055,ET8700559
870054,ET8700540
870053,ET8700532
870052,ET8700524
870051,ET8700516
870050,ET8700508
870049,ET8700494
870048,ET8700486
870047,ET8700478
870046,ET870046K
870045,ET8700451
870044,ET8700443
870043,ET8700435
870042,ET8700427
870041,ET8700419
870040,ET8700400
870039,ET8700397
870038,ET8700389
870037,ET8700370
870036,ET8700362
870035,ET8700354
870034,ET8700346
870033,ET8700338
870032,ET870032K
870031,ET8700311
870030,ET8700303
870029,ET870029K
870028,ET8700281
870027,ET8700273
870025,ET8700257
870024,ET8700249
870023,ET8700230
870022,ET8700222
870021,ET8700214
870020,ET8700206
870019,ET8700192
870018,ET8700184
870017,ET8700176
870015,ET870015K
870012,ET8700125
870011,ET8700117
870010,ET8700109
870009,ET8700095
870008,ET8700087
870007,ET8700079
870006,ET8700060
870005,ET8700052
870004,ET8700044
870003,ET8700036
870002,ET8700028
870001,ET870001K
859,ET8591
856,ET8567
837,ET8370
833,ET8338
829,ET829K
826,ET8265
817,ET8176
816,ET8168
810,ET8109
799,ET7994
688,ET6882
4999,ET49999
4998,ET49980
4997,ET49972
4989,ET49891
4988,ET49883
4987,ET49875
4986,ET49867
4985,ET49859
4981,ET49816
4977,ET49778
4976,ET4976K
4975,ET49751
4925,ET49255
4923,ET49239
4922,ET49220
4919,ET49190
4918,ET49182
4900,ET4900K
4878,ET4878K
4849,ET48496
4797,ET4797K
4794,ET47945
4793,ET47937
4792,ET47929
4790,ET47902
4789,ET47899
4786,ET47864
4785,ET47856
4784,ET47848
4770,ET47708
4769,ET47694
4768,ET47686
4767,ET47678
4766,ET4766K
4765,ET47651
4764,ET47643
4762,ET47627
4758,ET47589
4757,ET47570
4756,ET47562
4754,ET47546
4753,ET47538
4752,ET4752K
4751,ET47511
4750,ET47503
4738,ET47384
4737,ET47376
4719,ET47198
4715,ET47155
4714,ET47147
4709,ET47090
4708,ET47082
4706,ET47066
4704,ET4704K
4702,ET47023
4701,ET47015
4700,ET47007
305757,ET3057577
305754,ET3057542
305752,ET3057526
305751,ET3057518
305750,ET305750K
305718,ET3057186
305135,ET3051358
305134,ET305134K
305133,ET3051331
264874,ET2648741
264872,ET2648725
264870,ET2648709
264853,ET2648539
264852,ET2648520
264851,ET2648512
264832,ET2648326
264829,ET2648296
264826,ET2648261
264825,ET2648253
264824,ET2648245
264823,ET2648237
264821,ET2648210
258601,ET2586010
21159,ET211591
21004,ET210048
20964,ET209643
20954,ET209546
20938,ET209384
20928,ET209287
20918,ET20918K
20904,ET20904K
1999,ET19992
1998,ET19984
1995,ET1995K
1991,ET19917
1989,ET19895
1980,ET19801
1972,ET19720
1969,ET19690
1968,ET19682
1962,ET19620
1907,ET19070
1902,ET1902K
1901,ET19011
1900,ET19003
1887,ET18872
1884,ET18848
1882,ET18821
1881,ET18813
1869,ET18694
1868,ET18686
1865,ET18651
1864,ET18643
1858,ET18589
1850,ET18503
1848,ET18481
1840,ET18406
1839,ET18392
1830,ET18309
1824,ET18244
1823,ET18236
1822,ET18228
1800,ET18007
1796,ET17965
1795,ET17957
1791,ET17914
1788,ET17884
1786,ET17868
1785,ET1785K
1784,ET17841
1783,ET17833
1782,ET17825
1781,ET17817
1776,ET17760
1765,ET17655
1762,ET17620
1761,ET17612
1760,ET17604
1756,ET17566
1755,ET17558
1746,ET17469
1745,ET17450
1744,ET17442
1743,ET17434
1741,ET17418
1729,ET17299
1728,ET17280
1727,ET17272
1723,ET1723K
1721,ET17213
1719,ET17191
1718,ET17183
1717,ET17175
1716,ET17167
1715,ET17159
1714,ET17140
1712,ET17124
1710,ET17108
1698,ET16985
1697,ET16977
1696,ET16969
1695,ET16950
1689,ET16896
1678,ET16780
1677,ET16772
1675,ET16756
1674,ET16748
1671,ET16713
1670,ET16705
1668,ET16683
1667,ET16675
1665,ET16659
1664,ET16640
1663,ET16632
1661,ET16616
1660,ET16608
1659,ET16594
1658,ET16586
1657,ET16578
1654,ET16543
1653,ET16535
1650,ET16500
1649,ET16497
1648,ET16489
1647,ET16470
1646,ET16462
1645,ET16454
1644,ET16446
1623,ET16233
1622,ET16225
1621,ET16217
1618,ET16187
1616,ET16160
1615,ET16152
1613,ET16136
1612,ET16128
1611,ET1611K
1605,ET16055
1604,ET16047
1603,ET16039
1602,ET16020
1601,ET16012
1600,ET16004
1597,ET15970
1596,ET15962
1595,ET15954
1594,ET15946
1593,ET15938
1591,ET15911
1590,ET15903
1589,ET1589K
1588,ET15881
1587,ET15873
1585,ET15857
1583,ET15830
1582,ET15822
1581,ET15814
1549,ET15490
1547,ET15474
1533,ET15334
1532,ET15326
1531,ET15318
1530,ET1530K
1528,ET15288
1523,ET15237
1522,ET15229
1521,ET15210
1518,ET15180
1514,ET15148
1513,ET1513K
1511,ET15113
1510,ET15105
1509,ET15091
1508,ET15083
1507,ET15075
1505,ET15059
1503,ET15032
1502,ET15024
1500,ET15008
1480,ET1480K
1478,ET14788
1477,ET1477K
1476,ET14761
1475,ET14753
1474,ET14745
1473,ET14737
1465,ET14656
1464,ET14648
1463,ET1463K
1462,ET14621
1460,ET14605
1456,ET14567
1455,ET14559
1454,ET14540
1453,ET14532
1451,ET14516
1448,ET14486
1446,ET1446K
1438,ET14389
1436,ET14362
1431,ET14311
1419,ET14192
1418,ET14184
1417,ET14176
1416,ET14168
1415,ET1415K
1414,ET14141
1413,ET14133
1412,ET14125
1406,ET14060
1398,ET13986
1394,ET13943
1393,ET13935
1392,ET13927
1391,ET13919
1390,ET13900
1383,ET13838
1382,ET1382K
1381,ET13811
1378,ET13781
1376,ET13765
1375,ET13757
1373,ET13730
1372,ET13722
1371,ET13714
1367,ET13676
1365,ET1365K
1360,ET13609
1358,ET13587
1356,ET13560
1355,ET13552
1353,ET13536
1351,ET1351K
1347,ET13471
1345,ET13455
1340,ET13404
1331,ET13315
1327,ET13277
1325,ET13250
1322,ET13226
1321,ET13218
1307,ET13072
1305,ET13056
1297,ET12971
1291,ET12912
1288,ET12882
1284,ET1284K
1283,ET12831
1282,ET12823
1280,ET12807
1279,ET12793
1277,ET12777
1276,ET12769
1267,ET1267K
1260,ET12602
1259,ET12599
1258,ET12580
1256,ET12564
1255,ET12556
1254,ET12548
1250,ET12505
1249,ET12491
1247,ET12475
1246,ET12467
1239,ET12394
1237,ET12378
1236,ET1236K
1233,ET12335
1232,ET12327
1231,ET12319
1229,ET12297
1217,ET12173
1202,ET12025
1194,ET11940
1188,ET11886
1184,ET11843
1175,ET11754
1170,ET11703
1169,ET1169K
1165,ET11657
1160,ET11606
1152,ET11525
1145,ET11452
1130,ET11304
1128,ET11282
1126,ET11266
1125,ET11258
1124,ET1124K
1123,ET11231
1120,ET11207
1108,ET11088
1106,ET11061
1096,ET10960
1092,ET10928
1091,ET1091K
1090,ET10901
1084,ET10847
1083,ET10839
1082,ET10820
1079,ET10790
1078,ET10782
1068,ET10685
1067,ET10677
1062,ET10626
1059,ET10596
1057,ET1057K
1051,ET10510
1049,ET10499
1048,ET10480
1047,ET10472
1043,ET1043K
1041,ET10413
1040,ET10405
1038,ET10383
1037,ET10375
1036,ET10367
1035,ET10359
1034,ET10340
1018,ET10189
1016,ET10162
1014,ET10146
1011,ET10111
1007,ET10073
1005,ET10057
41,ENVG41
149,ENVG149
140,ENVG148
34,ENVG147
115,ENVG117
116,ENVG117
117,ENVG117
111,ENVG111
102,ENVG102
94,ENVG094
93,ENVG093
76,ENVG076
38,ENVG070
70,ENVG070
67,ENVG067
54,ENVG054
53,ENVG053
47,ENVG047
36,ENVG036
35,ENVG035
32,ENVG032
39,ENVG031
30,ENVG030
126,ENVG030
21,ENVG021
10,ENVG017
112,ENVG017
119,ENVG017
120,ENVG017
122,ENVG017
123,ENVG017
124,ENVG017
125,ENVG017
999122,ENVG017
7,ENVG016
9,ENVG016
11,ENVG016
23,ENVG016
25,ENVG016
63,ENVG016
98,ENVG016
127,ENVG016
15,ENVG015
16,ENVG015
14,ENVG014
13,ENVG013
113,ENVG013
121,ENVG013
95,ENVG009
5,ENVG005
91,ENVG005
61,ENV2201-20
147,ENV2201-20
101,ENV214-12
3,ENV149-12
9787,EM9787
9786,EM9786
9785,EM9785
9781,EM9781
9780,EM9780
15389,EM15389
15388,EM15388
14923,EM14923
14843,EM14843
14842,EM14842
14841,EM14841
14840,EM14840
12778,EM12778
12729,EM12729
12728,EM12728
12727,EM12727
59797,E59797
59565,E59565
59557,E59557
59549,E59549
59504,E59504
59503,E59503
59456,E59456
58920,E58920
58776,E58776
58703,E58703
58702,E58702
58701,E58701
58700,E58700
58587,E58587
58586,E58586
58474,E58474
58358,E58358
58092,E58092
58090,E58090
58089,E58089
56700,E58081NOUSAR
58081,E58081
57957,E57957
57935,E57935
57811,E57811
57804,E57804
57284,E57284
57237,E57237
57236,E57236
57216,E57216
57064,E57064NOUSAR
5706,E57064
56885,E56885
56742,E56742
56705,E56705
56696,E56696
56695,E56695
221,E56621
56621,E56621
220,E56620
56620,E56620
56582,E56582
54608,E54608
87501,999984
87502,999984
87503,999984
87504,999984
87505,999984
87507,999984
87508,999984
87509,999984
87510,999984
87511,999984
87512,999984
999874,999874
999873,999873
999872,999872
999871,999871
999869,999869
999868,999868
999867,999867
999866,999866
9790,999790
9788,999788
999763,999763
999761,999761
999760,999760
999722,999722
999720,999720
999719,999719
999718,999718
999716,999716
999701,999701
999482,999482
999481,999481
999480,999480
999479,999479
999452,999452
999332,999332
999331,999331
999330,999330
999329,999329
999328,999328
999327,999327
999326,999326
999325,999325
999324,999324
999323,999323
999322,999322
999321,999321
999320,999320
999319,999319
999318,999318
999317,999317
999316,999316
999315,999315
999314,999314
999313,999313
999312,999312
999311,999311
999310,999310
999303,999303
999302,999302
999301,999301
998942,998942
998932,998932
998924,998924
998915,998915
998911,998911
998905,998905
87500,998904
998904,998904
998901,998901
12780,992780
991060,991060
991059,991059
990539,990539
990537,990537
990536,990536
990527,990527
990521,990521
990520,990520
990517,990517
990509,990509
990506,990506
990504,990504
990503,990503
990502,990502
990501,990501
9791,9791
9789,9789
899901,899901
899818,899818
899817,899817
899816,899816
899815,899815
899814,899814
899813,899813
899812,899812
899808,899808
899801,899801
899712,899712
899709,899709
899707,899707
899706,899706
899705,899705
899704,899704
899703,899703
899702,899702
899701,899701
899606,899606
899523,899523
899522,899522
899520,899520
899519,899519
899516,899516
899505,899505
899504,899504
899416,899416
899415,899415
899409,899409
899321,899321
899318,899318
899317,899317
899316,899316
899315,899315
899314,899314
899313,899313
899310,899310
899303,899303
899202,899202
899118,899118
899117,899117
899112,899112
899111,899111
899110,899110
899108,899108
899107,899107
899102,899102
899101,899101
899061,899061
899052,899052
899051,899051
899010,899010
899009,899009
899008,899008
899007,899007
899006,899006
899005,899005
899003,899003
899002,899002
899001,899001
899000,899000
877398,877398
877397,877397
877396,877396
877395,877395
877394,877394
877393,877393
877392,877392
877391,877391
877390,877390
877389,877389
877388,877388
877387,877387
877386,877386
877385,877385
877384,877384
877383,877383
877382,877382
877381,877381
877380,877380
877379,877379
877378,877378
877377,877377
877376,877376
877375,877375
877374,877374
877289,877289
877288,877288
877287,877287
877286,877286
877285,877285
877284,877284
877283,877283
877282,877282
877281,877281
877280,877280
877279,877279
877278,877278
877277,877277
877276,877276
877275,877275
877274,877274
877273,877273
877272,877272
877271,877271
877270,877270
877269,877269
877268,877268
877267,877267
877266,877266
877265,877265
877264,877264
877263,877263
877262,877262
877261,877261
877260,877260
877259,877259
877258,877258
877257,877257
877256,877256
877255,877255
877254,877254
877253,877253
877252,877252
877251,877251
877250,877250
877249,877249
877248,877248
877247,877247
877246,877246
877245,877245
877243,877243
877242,877242
877241,877241
877240,877240
877239,877239
877238,877238
877237,877237
877236,877236
877235,877235
877234,877234
877233,877233
877232,877232
877231,877231
877230,877230
877229,877229
877228,877228
877227,877227
877226,877226
877225,877225
877224,877224
877223,877223
877222,877222
877221,877221
877220,877220
877219,877219
877218,877218
877217,877217
877216,877216
877215,877215
877214,877214
877213,877213
877212,877212
877211,877211
877210,877210
877209,877209
877208,877208
877207,877207
877206,877206
877205,877205
877204,877204
877203,877203
877202,877202
877201,877201
877200,877200
877199,877199
877198,877198
877197,877197
877196,877196
877195,877195
877194,877194
877193,877193
877192,877192
877191,877191
877190,877190
877189,877189
877188,877188
877187,877187
877186,877186
877185,877185
877184,877184
877183,877183
877182,877182
877181,877181
877180,877180
877179,877179
877178,877178
877177,877177
877176,877176
877175,877175
877174,877174
877173,877173
877172,877172
877171,877171
877170,877170
877169,877169
877168,877168
877167,877167
877166,877166
877165,877165
877164,877164
877163,877163
877162,877162
877161,877161
877160,877160
877159,877159
877158,877158
877157,877157
877156,877156
877155,877155
877154,877154
877153,877153
877152,877152
877151,877151
877150,877150
877149,877149
877148,877148
877147,877147
877146,877146
877145,877145
877144,877144
877143,877143
877142,877142
877141,877141
877140,877140
877139,877139
877138,877138
877137,877137
877136,877136
877135,877135
877134,877134
877133,877133
877132,877132
877131,877131
877130,877130
877129,877129
877128,877128
877127,877127
877126,877126
877125,877125
877124,877124
877123,877123
877122,877122
877121,877121
877120,877120
877119,877119
877118,877118
877117,877117
877116,877116
877115,877115
877114,877114
877113,877113
877112,877112
877111,877111
877110,877110
877109,877109
877108,877108
877107,877107
877106,877106
877105,877105
877104,877104
877103,877103
877102,877102
877101,877101
877100,877100
877099,877099
877098,877098
877097,877097
877096,877096
877095,877095
877094,877094
877093,877093
877092,877092
877091,877091
877090,877090
877089,877089
877088,877088
877087,877087
877086,877086
877085,877085
877084,877084
877083,877083
877082,877082
877081,877081
877080,877080
877079,877079
877078,877078
877077,877077
877076,877076
877075,877075
877074,877074
877073,877073
877072,877072
877071,877071
877070,877070
877069,877069
877068,877068
877067,877067
877066,877066
877065,877065
877064,877064
877063,877063
877062,877062
877061,877061
877060,877060
877059,877059
877058,877058
877057,877057
877056,877056
877055,877055
877054,877054
877053,877053
877052,877052
877051,877051
877050,877050
877049,877049
877048,877048
877047,877047
877046,877046
877045,877045
877044,877044
877043,877043
877042,877042
877041,877041
877040,877040
877039,877039
877038,877038
877037,877037
877036,877036
877035,877035
877034,877034
877033,877033
877032,877032
877031,877031
877030,877030
877029,877029
877028,877028
877027,877027
877026,877026
877025,877025
877024,877024
877023,877023
877022,877022
877021,877021
877020,877020
877019,877019
877018,877018
877017,877017
877016,877016
877015,877015
877014,877014
877013,877013
877012,877012
877011,877011
877010,877010
877009,877009
877008,877008
877007,877007
877006,877006
877005,877005
877004,877004
877003,877003
877002,877002
877001,877001
877000,877000
876999,876999
876998,876998
876997,876997
876996,876996
876995,876995
876994,876994
876993,876993
876992,876992
876991,876991
876990,876990
876989,876989
876988,876988
876987,876987
876986,876986
876985,876985
876984,876984
876983,876983
876982,876982
876981,876981
876980,876980
876979,876979
876978,876978
876977,876977
876976,876976
876975,876975
876974,876974
876973,876973
876972,876972
876971,876971
876970,876970
876969,876969
876968,876968
876967,876967
876965,876965
876964,876964
876963,876963
876962,876962
876961,876961
876960,876960
876959,876959
876958,876958
876957,876957
876956,876956
876955,876955
876954,876954
876953,876953
876952,876952
876951,876951
876950,876950
876949,876949
876948,876948
876947,876947
876946,876946
876945,876945
876944,876944
876943,876943
876942,876942
876941,876941
876940,876940
876939,876939
876938,876938
876937,876937
876936,876936
876935,876935
876934,876934
876933,876933
876932,876932
876931,876931
876930,876930
876929,876929
876928,876928
876927,876927
876926,876926
876925,876925
876924,876924
876923,876923
876922,876922
876921,876921
876920,876920
876919,876919
876918,876918
876917,876917
876916,876916
876915,876915
876086,876086
876085,876085
876084,876084
876083,876083
876082,876082
876081,876081
876080,876080
876079,876079
876078,876078
876077,876077
876076,876076
876075,876075
876074,876074
876073,876073
876072,876072
876071,876071
876070,876070
876069,876069
876068,876068
876067,876067
876066,876066
876065,876065
876064,876064
876063,876063
876062,876062
876061,876061
876060,876060
876059,876059
876058,876058
876057,876057
876056,876056
876055,876055
876054,876054
876053,876053
876052,876052
876051,876051
876050,876050
876049,876049
876048,876048
876047,876047
876046,876046
876045,876045
876044,876044
876043,876043
876042,876042
876041,876041
876040,876040
876039,876039
876038,876038
876037,876037
876036,876036
876035,876035
876034,876034
876033,876033
876032,876032
876031,876031
876030,876030
876029,876029
876028,876028
876027,876027
876026,876026
876025,876025
876024,876024
876023,876023
876022,876022
876021,876021
876020,876020
876019,876019
876018,876018
876017,876017
876016,876016
876015,876015
876014,876014
876013,876013
876012,876012
876011,876011
876010,876010
876009,876009
876008,876008
876007,876007
876006,876006
876005,876005
876004,876004
876003,876003
876002,876002
876001,876001
876000,876000
875999,875999
875998,875998
875997,875997
875996,875996
875995,875995
875994,875994
875993,875993
875992,875992
875991,875991
875990,875990
875989,875989
875988,875988
875987,875987
875986,875986
875985,875985
875984,875984
875983,875983
875982,875982
875981,875981
875980,875980
875979,875979
875978,875978
875977,875977
875976,875976
875975,875975
875974,875974
875973,875973
875972,875972
875971,875971
875970,875970
875969,875969
875968,875968
875967,875967
875966,875966
875965,875965
875964,875964
875963,875963
875962,875962
875961,875961
875960,875960
875959,875959
875958,875958
875957,875957
875956,875956
875955,875955
875954,875954
875953,875953
875952,875952
875951,875951
875950,875950
875949,875949
875948,875948
875947,875947
875946,875946
875945,875945
875944,875944
875943,875943
875942,875942
875941,875941
875940,875940
875939,875939
875938,875938
875937,875937
875936,875936
875935,875935
875934,875934
875933,875933
875932,875932
875931,875931
875930,875930
875929,875929
875928,875928
875927,875927
875926,875926
875925,875925
875924,875924
875923,875923
875922,875922
875921,875921
875920,875920
875919,875919
875918,875918
875917,875917
875916,875916
875915,875915
875914,875914
875913,875913
875912,875912
875911,875911
875910,875910
875909,875909
875908,875908
875907,875907
875906,875906
875905,875905
875904,875904
875903,875903
875902,875902
875901,875901
875900,875900
875899,875899
875898,875898
875897,875897
875896,875896
875895,875895
875894,875894
875893,875893
875892,875892
875891,875891
875890,875890
875879,875879
875878,875878
875877,875877
875876,875876
875875,875875
875874,875874
875873,875873
875872,875872
875871,875871
875870,875870
875869,875869
875868,875868
875867,875867
875866,875866
875865,875865
875864,875864
875863,875863
875862,875862
875861,875861
875860,875860
875859,875859
875858,875858
875857,875857
875856,875856
875855,875855
875854,875854
875853,875853
875852,875852
875851,875851
875850,875850
875849,875849
875848,875848
875847,875847
875846,875846
875844,875844
875843,875843
875842,875842
875841,875841
875840,875840
875839,875839
875838,875838
875837,875837
875836,875836
875835,875835
875834,875834
875833,875833
875832,875832
875831,875831
875830,875830
875829,875829
875828,875828
875827,875827
875826,875826
875825,875825
875824,875824
875823,875823
875822,875822
875821,875821
875820,875820
875819,875819
875818,875818
875817,875817
875816,875816
875815,875815
875814,875814
875813,875813
875812,875812
875811,875811
875810,875810
875809,875809
875808,875808
875807,875807
875806,875806
875805,875805
875804,875804
875803,875803
875802,875802
875801,875801
875800,875800
875799,875799
875798,875798
875797,875797
875796,875796
875795,875795
875794,875794
875793,875793
875792,875792
875791,875791
875790,875790
875789,875789
875788,875788
875787,875787
875786,875786
875785,875785
875784,875784
875783,875783
875782,875782
875781,875781
875780,875780
875779,875779
875778,875778
875777,875777
875776,875776
875775,875775
875774,875774
875773,875773
875772,875772
875771,875771
875770,875770
875769,875769
875768,875768
875767,875767
875766,875766
875765,875765
875764,875764
875763,875763
875762,875762
875761,875761
875760,875760
875759,875759
875758,875758
875757,875757
875756,875756
875755,875755
875754,875754
875753,875753
875752,875752
875751,875751
875750,875750
875735,875735
875729,875729
875728,875728
875727,875727
875726,875726
875725,875725
875724,875724
875723,875723
875722,875722
875721,875721
875720,875720
875719,875719
875718,875718
875717,875717
875716,875716
875715,875715
875714,875714
875713,875713
875712,875712
875711,875711
875710,875710
875709,875709
875708,875708
875707,875707
875706,875706
875705,875705
875704,875704
875703,875703
875702,875702
875701,875701
875700,875700
875699,875699
875698,875698
875697,875697
875696,875696
875695,875695
875694,875694
875693,875693
875692,875692
875691,875691
875690,875690
875689,875689
875688,875688
875687,875687
875686,875686
875685,875685
875684,875684
875683,875683
875682,875682
875681,875681
875680,875680
875679,875679
875678,875678
875677,875677
875676,875676
875675,875675
875674,875674
875673,875673
875672,875672
875671,875671
875670,875670
875669,875669
875668,875668
875667,875667
875666,875666
875665,875665
875664,875664
875663,875663
875662,875662
875661,875661
875660,875660
875659,875659
875658,875658
875657,875657
875656,875656
875655,875655
875654,875654
875653,875653
875652,875652
875651,875651
875650,875650
875649,875649
875648,875648
875647,875647
875646,875646
875645,875645
875644,875644
875643,875643
875642,875642
875641,875641
875640,875640
875639,875639
875638,875638
875637,875637
875636,875636
875635,875635
875634,875634
875633,875633
875632,875632
875631,875631
875630,875630
875629,875629
875628,875628
875627,875627
875626,875626
875625,875625
875624,875624
875623,875623
875622,875622
875620,875620
875619,875619
875618,875618
875617,875617
875616,875616
875615,875615
875614,875614
875613,875613
875612,875612
875611,875611
875610,875610
875609,875609
875608,875608
875607,875607
875606,875606
875605,875605
875604,875604
875603,875603
875602,875602
875601,875601
875600,875600
875599,875599
875598,875598
875597,875597
875596,875596
875595,875595
875594,875594
875593,875593
875592,875592
875591,875591
875590,875590
875589,875589
875588,875588
875587,875587
875586,875586
875585,875585
875584,875584
875583,875583
875582,875582
875581,875581
875580,875580
875579,875579
875578,875578
875577,875577
875576,875576
875575,875575
875574,875574
875573,875573
875572,875572
875571,875571
875570,875570
875569,875569
875568,875568
875567,875567
875566,875566
875565,875565
875564,875564
875563,875563
875562,875562
875561,875561
875560,875560
875559,875559
875558,875558
875557,875557
875556,875556
875555,875555
875554,875554
875553,875553
875552,875552
875551,875551
875550,875550
875549,875549
875316,875316
875313,875313
87506,87506
871261,871261
864030,864030
864029,864029
864027,864027
864025,864025
864022,864022
864009,864009
856605,856605
856604,856604
856602,856602
856601,856601
856519,856519
856518,856518
856517,856517
856516,856516
856515,856515
856514,856514
856513,856513
856512,856512
856511,856511
856510,856510
856509,856509
856508,856508
856507,856507
856506,856506
856505,856505
856504,856504
856503,856503
856502,856502
856501,856501
856500,856500
856479,856479
856478,856478
856477,856477
856476,856476
856475,856475
856474,856474
856473,856473
856427,856427
856426,856426
856425,856425
856424,856424
856423,856423
856422,856422
856421,856421
856420,856420
856419,856419
856418,856418
856417,856417
